time,node_id,vehicles_in_range
559.0,rsu3,0
559.0,rsu4,0
559.0,rsu5,0
559.0,edge1,3
559.0,edge2,2
560.0,rsu1,1
560.0,rsu2,0
560.0,rsu3,0
560.0,rsu4,0
560.0,rsu5,0
560.0,edge1,3
560.0,edge2,2
561.0,rsu1,2
561.0,rsu2,0
561.0,rsu3,0
561.0,rsu4,0
561.0,rsu5,0
561.0,edge1,3
561.0,edge2,2
562.0,rsu1,2
562.0,rsu2,0
562.0,rsu3,0
562.0,rsu4,0
562.0,rsu5,0
562.0,edge1,3
562.0,edge2,2
563.0,rsu1,2
563.0,rsu2,0
563.0,rsu3,0
563.0,rsu4,0
563.0,rsu5,0
563.0,edge1,3
563.0,edge2,2
564.0,rsu1,2
564.0,rsu2,0
564.0,rsu3,0
564.0,rsu4,0
564.0,rsu5,0
564.0,edge1,3
564.0,edge2,2
565.0,rsu1,2
565.0,rsu2,0
565.0,rsu3,0
565.0,rsu4,0
565.0,rsu5,0
565.0,edge1,3
565.0,edge2,2
566.0,rsu1,2
566.0,rsu2,0
566.0,rsu3,0
566.0,rsu4,0
566.0,rsu5,0
566.0,edge1,3
566.0,edge2,2
567.0,rsu1,2
567.0,rsu2,0
567.0,rsu3,0
567.0,rsu4,0
567.0,rsu5,0
567.0,edge1,3
567.0,edge2,2
568.0,rsu1,2
568.0,rsu2,0
568.0,rsu3,0
568.0,rsu4,0
568.0,rsu5,0
568.0,edge1,3
568.0,edge2,2
569.0,rsu1,2
569.0,rsu2,0
569.0,rsu3,0
569.0,rsu4,0
569.0,rsu5,0
569.0,edge1,3
569.0,edge2,2
570.0,rsu1,2
570.0,rsu2,0
570.0,rsu3,0
570.0,rsu4,0
570.0,rsu5,0
570.0,edge1,3
570.0,edge2,1
571.0,rsu1,2
571.0,rsu2,0
571.0,rsu3,0
571.0,rsu4,0
571.0,rsu5,0
571.0,edge1,3
571.0,edge2,1
572.0,rsu1,2
572.0,rsu2,0
572.0,rsu3,0
572.0,rsu4,0
572.0,rsu5,0
572.0,edge1,3
572.0,edge2,1
573.0,rsu1,2
573.0,rsu2,0
573.0,rsu3,0
573.0,rsu4,0
573.0,rsu5,0
573.0,edge1,3
573.0,edge2,1
574.0,rsu1,2
574.0,rsu2,0
574.0,rsu3,0
574.0,rsu4,0
574.0,rsu5,0
574.0,edge1,3
574.0,edge2,1
575.0,rsu1,2
575.0,rsu2,0
575.0,rsu3,0
575.0,rsu4,0
575.0,rsu5,0
575.0,edge1,3
575.0,edge2,1
576.0,rsu1,2
576.0,rsu2,0
576.0,rsu3,0
576.0,rsu4,0
576.0,rsu5,0
576.0,edge1,3
576.0,edge2,2
577.0,rsu1,2
577.0,rsu2,0
577.0,rsu3,0
577.0,rsu4,0
577.0,rsu5,0
577.0,edge1,3
577.0,edge2,2
578.0,rsu1,2
578.0,rsu2,0
578.0,rsu3,0
578.0,rsu4,0
578.0,rsu5,0
578.0,edge1,3
578.0,edge2,2
579.0,rsu1,2
579.0,rsu2,0
579.0,rsu3,0
579.0,rsu4,0
579.0,rsu5,0
579.0,edge1,3
579.0,edge2,2
580.0,rsu1,2
580.0,rsu2,0
580.0,rsu3,0
580.0,rsu4,1
580.0,rsu5,0
580.0,edge1,3
580.0,edge2,2
581.0,rsu1,2
581.0,rsu2,0
581.0,rsu3,0
581.0,rsu4,1
581.0,rsu5,0
581.0,edge1,3
581.0,edge2,2
582.0,rsu1,2
582.0,rsu2,0
582.0,rsu3,0
582.0,rsu4,1
582.0,rsu5,0
582.0,edge1,3
582.0,edge2,2
583.0,rsu1,2
583.0,rsu2,0
583.0,rsu3,0
583.0,rsu4,1
583.0,rsu5,0
583.0,edge1,3
583.0,edge2,2
584.0,rsu1,2
584.0,rsu2,0
584.0,rsu3,0
584.0,rsu4,1
584.0,rsu5,0
584.0,edge1,3
584.0,edge2,2
585.0,rsu1,2
585.0,rsu2,0
585.0,rsu3,0
585.0,rsu4,1
585.0,rsu5,0
585.0,edge1,3
585.0,edge2,2
586.0,rsu1,2
586.0,rsu2,0
586.0,rsu3,0
586.0,rsu4,1
586.0,rsu5,0
586.0,edge1,3
586.0,edge2,2
587.0,rsu1,2
587.0,rsu2,0
587.0,rsu3,0
587.0,rsu4,1
587.0,rsu5,0
587.0,edge1,3
587.0,edge2,2
588.0,rsu1,2
588.0,rsu2,0
588.0,rsu3,0
588.0,rsu4,1
588.0,rsu5,0
588.0,edge1,3
588.0,edge2,2
589.0,rsu1,2
589.0,rsu2,0
589.0,rsu3,0
589.0,rsu4,1
589.0,rsu5,0
589.0,edge1,3
589.0,edge2,2
590.0,rsu1,2
590.0,rsu2,0
590.0,rsu3,0
590.0,rsu4,1
590.0,rsu5,0
590.0,edge1,3
590.0,edge2,2
591.0,rsu1,2
591.0,rsu2,0
591.0,rsu3,0
591.0,rsu4,1
591.0,rsu5,0
591.0,edge1,3
591.0,edge2,2
592.0,rsu1,2
592.0,rsu2,0
592.0,rsu3,0
592.0,rsu4,1
592.0,rsu5,0
592.0,edge1,2
592.0,edge2,2
593.0,rsu1,2
593.0,rsu2,0
593.0,rsu3,0
593.0,rsu4,1
593.0,rsu5,0
593.0,edge1,2
593.0,edge2,2
594.0,rsu1,2
594.0,rsu2,0
594.0,rsu3,0
594.0,rsu4,1
594.0,rsu5,0
594.0,edge1,2
594.0,edge2,2
595.0,rsu1,2
595.0,rsu2,0
595.0,rsu3,0
595.0,rsu4,1
595.0,rsu5,0
595.0,edge1,2
595.0,edge2,2
596.0,rsu1,2
596.0,rsu2,0
596.0,rsu3,0
596.0,rsu4,1
596.0,rsu5,0
596.0,edge1,2
596.0,edge2,1
597.0,rsu1,2
597.0,rsu2,0
597.0,rsu3,0
597.0,rsu4,1
597.0,rsu5,0
597.0,edge1,2
597.0,edge2,1
598.0,rsu1,2
598.0,rsu2,0
598.0,rsu3,0
598.0,rsu4,1
598.0,rsu5,0
598.0,edge1,2
598.0,edge2,1
599.0,rsu1,2
599.0,rsu2,0
599.0,rsu3,0
599.0,rsu4,1
599.0,rsu5,0
599.0,edge1,2
599.0,edge2,1
600.0,rsu1,2
600.0,rsu2,0
600.0,rsu3,0
600.0,rsu4,1
600.0,rsu5,0
600.0,edge1,2
600.0,edge2,1
601.0,rsu1,2
601.0,rsu2,0
601.0,rsu3,0
601.0,rsu4,1
601.0,rsu5,0
601.0,edge1,2
601.0,edge2,1
602.0,rsu1,2
602.0,rsu2,0
602.0,rsu3,0
602.0,rsu4,1
602.0,rsu5,0
602.0,edge1,2
602.0,edge2,1
603.0,rsu1,2
603.0,rsu2,0
603.0,rsu3,0
603.0,rsu4,0
603.0,rsu5,0
603.0,edge1,2
603.0,edge2,0
604.0,rsu1,2
604.0,rsu2,0
604.0,rsu3,0
604.0,rsu4,0
604.0,rsu5,0
604.0,edge1,2
604.0,edge2,0
605.0,rsu1,2
605.0,rsu2,0
605.0,rsu3,0
605.0,rsu4,0
605.0,rsu5,0
605.0,edge1,2
605.0,edge2,0
606.0,rsu1,1
606.0,rsu2,0
606.0,rsu3,0
606.0,rsu4,0
606.0,rsu5,0
606.0,edge1,2
606.0,edge2,0
607.0,rsu1,1
607.0,rsu2,0
607.0,rsu3,0
607.0,rsu4,0
607.0,rsu5,0
607.0,edge1,2
607.0,edge2,0
608.0,rsu1,1
608.0,rsu2,0
608.0,rsu3,0
608.0,rsu4,0
608.0,rsu5,0
608.0,edge1,2
608.0,edge2,0
609.0,rsu1,1
609.0,rsu2,0
609.0,rsu3,0
609.0,rsu4,0
609.0,rsu5,0
609.0,edge1,1
609.0,edge2,0
610.0,rsu1,1
610.0,rsu2,0
610.0,rsu3,0
610.0,rsu4,0
610.0,rsu5,0
610.0,edge1,1
610.0,edge2,0
611.0,rsu1,1
611.0,rsu2,0
611.0,rsu3,0
611.0,rsu4,0
611.0,rsu5,0
611.0,edge1,1
611.0,edge2,0
612.0,rsu1,1
612.0,rsu2,0
612.0,rsu3,0
612.0,rsu4,0
612.0,rsu5,0
612.0,edge1,1
612.0,edge2,0
613.0,rsu1,1
613.0,rsu2,0
613.0,rsu3,0
613.0,rsu4,0
613.0,rsu5,0
613.0,edge1,1
613.0,edge2,0
614.0,rsu1,1
614.0,rsu2,0
614.0,rsu3,0
614.0,rsu4,0
614.0,rsu5,0
614.0,edge1,1
614.0,edge2,0
615.0,rsu1,1
615.0,rsu2,0
615.0,rsu3,0
615.0,rsu4,0
615.0,rsu5,0
615.0,edge1,1
615.0,edge2,0
616.0,rsu1,1
616.0,rsu2,0
616.0,rsu3,0
616.0,rsu4,0
616.0,rsu5,0
616.0,edge1,1
616.0,edge2,0
617.0,rsu1,1
617.0,rsu2,0
617.0,rsu3,0
617.0,rsu4,0
617.0,rsu5,0
617.0,edge1,1
617.0,edge2,0
618.0,rsu1,0
618.0,rsu2,0
618.0,rsu3,0
618.0,rsu4,0
618.0,rsu5,0
618.0,edge1,0
618.0,edge2,0
