time,event,task_id,veh_id,info
14.0,generated,ind_91fda8a0,0,"{""kind"": ""independent"", ""size"": 374774, ""cpu"": 27923789.142559156, ""deadline"": 97.51774774441202}"
18.0,generated,ind_037f8788,0,"{""kind"": ""independent"", ""size"": 233076, ""cpu"": 35733945.37368302, ""deadline"": 161.09437277148277}"
35.0,generated,ind_c18b0e23,3,"{""kind"": ""independent"", ""size"": 461718, ""cpu"": 90323967.6393084, ""deadline"": 135.3989538200192}"
37.0,generated,ind_8fc3686e,0,"{""kind"": ""independent"", ""size"": 438441, ""cpu"": 23016060.360900123, ""deadline"": 195.76396542661368}"
53.0,generated,ind_3ebe824e,4,"{""kind"": ""independent"", ""size"": 449189, ""cpu"": 86929341.0942245, ""deadline"": 237.0521687948785}"
61.0,generated,ind_a5c682d7,6,"{""kind"": ""independent"", ""size"": 316955, ""cpu"": 55794941.07715814, ""deadline"": 212.0992689011155}"
62.0,generated,ind_b86b0d3f,6,"{""kind"": ""independent"", ""size"": 451884, ""cpu"": 49113499.867617965, ""deadline"": 232.54027729667078}"
65.0,generated,dep_b133069f,5,"{""kind"": ""dependent"", ""num_subtasks"": 9, ""deadline"": 803.288324819977}"
66.0,generated,ind_17fb39bb,5,"{""kind"": ""independent"", ""size"": 268612, ""cpu"": 79450926.43863563, ""deadline"": 265.73664684731415}"
68.0,generated,ind_1e2ddab1,3,"{""kind"": ""independent"", ""size"": 60702, ""cpu"": 88626011.23441176, ""deadline"": 70.90454120087152}"
72.0,generated,ind_dcf1a025,4,"{""kind"": ""independent"", ""size"": 141909, ""cpu"": 30252672.491254404, ""deadline"": 207.74383227632472}"
76.0,generated,ind_86f256e1,7,"{""kind"": ""independent"", ""size"": 206834, ""cpu"": 73522910.5643718, ""deadline"": 259.873949698161}"
94.0,generated,ind_8dbdb7f1,1,"{""kind"": ""independent"", ""size"": 340959, ""cpu"": 95247366.30252671, ""deadline"": 95.69237085290553}"
95.0,generated,ind_f18d372a,4,"{""kind"": ""independent"", ""size"": 253124, ""cpu"": 71735784.87233005, ""deadline"": 123.54558505507062}"
100.0,generated,ind_c8cb289e,8,"{""kind"": ""independent"", ""size"": 348077, ""cpu"": 42059130.96692221, ""deadline"": 230.23940816397948}"
103.0,generated,ind_dd5e2cd8,10,"{""kind"": ""independent"", ""size"": 437962, ""cpu"": 80007157.70332573, ""deadline"": 110.16434591822258}"
105.0,generated,ind_6a347e37,8,"{""kind"": ""independent"", ""size"": 202449, ""cpu"": 34887973.71307593, ""deadline"": 175.63462009844847}"
110.0,generated,dep_6e3f1a88,1,"{""kind"": ""dependent"", ""num_subtasks"": 4, ""deadline"": 141.44197707940333}"
118.0,generated,dep_29ddcf89,11,"{""kind"": ""dependent"", ""num_subtasks"": 6, ""deadline"": 1306.3626301719623}"
121.0,generated,ind_48c7c2d0,6,"{""kind"": ""independent"", ""size"": 338523, ""cpu"": 46127111.88723677, ""deadline"": 282.83348458616626}"
123.0,generated,ind_4217e7f1,12,"{""kind"": ""independent"", ""size"": 383212, ""cpu"": 63406325.45321389, ""deadline"": 128.39867029277622}"
125.0,generated,ind_eedbc3fd,11,"{""kind"": ""independent"", ""size"": 331897, ""cpu"": 33069224.81363297, ""deadline"": 244.7372791591667}"
130.0,generated,ind_8e0a6111,9,"{""kind"": ""independent"", ""size"": 363747, ""cpu"": 46568505.86215793, ""deadline"": 301.1039504601268}"
132.0,generated,ind_638726a2,4,"{""kind"": ""independent"", ""size"": 81618, ""cpu"": 14792763.870747924, ""deadline"": 198.19363193558482}"
137.0,generated,ind_3aa6f7ea,7,"{""kind"": ""independent"", ""size"": 364856, ""cpu"": 85503162.41675803, ""deadline"": 138.30961136581575}"
141.0,generated,ind_aea111d1,8,"{""kind"": ""independent"", ""size"": 309986, ""cpu"": 96538887.8318958, ""deadline"": 266.65708690526884}"
143.0,generated,ind_70a1a8bf,12,"{""kind"": ""independent"", ""size"": 172407, ""cpu"": 22978902.2867527, ""deadline"": 164.5233731062556}"
144.0,generated,ind_38d45607,7,"{""kind"": ""independent"", ""size"": 148217, ""cpu"": 90792050.4898239, ""deadline"": 318.8657474925694}"
146.0,generated,ind_0a8e3021,8,"{""kind"": ""independent"", ""size"": 354671, ""cpu"": 67958813.49338922, ""deadline"": 149.93303101344353}"
151.0,generated,ind_4b784c5e,10,"{""kind"": ""independent"", ""size"": 237081, ""cpu"": 67401402.03647244, ""deadline"": 152.3428229116016}"
159.0,generated,ind_f5892434,10,"{""kind"": ""independent"", ""size"": 109961, ""cpu"": 89433204.1513652, ""deadline"": 265.24872580464694}"
163.0,generated,dep_25dd1645,13,"{""kind"": ""dependent"", ""num_subtasks"": 7, ""deadline"": 979.1170450146564}"
166.0,generated,ind_22ba3b5a,10,"{""kind"": ""independent"", ""size"": 453551, ""cpu"": 14949465.808909342, ""deadline"": 174.13532229876907}"
173.0,generated,ind_b9563c72,13,"{""kind"": ""independent"", ""size"": 200960, ""cpu"": 7393046.152710638, ""deadline"": 314.8079460613682}"
174.0,generated,ind_2a50b3ae,10,"{""kind"": ""independent"", ""size"": 344807, ""cpu"": 20347147.0975346, ""deadline"": 301.3951757239738}"
177.0,generated,dep_457c8afc,8,"{""kind"": ""dependent"", ""num_subtasks"": 8, ""deadline"": 974.1249652188765}"
180.0,generated,ind_766a8ec2,15,"{""kind"": ""independent"", ""size"": 275916, ""cpu"": 93410843.12843952, ""deadline"": 186.79031532215856}"
180.0,generated,ind_295add3b,16,"{""kind"": ""independent"", ""size"": 435503, ""cpu"": 12675277.503788747, ""deadline"": 276.54297755271796}"
195.0,generated,ind_1eff1801,10,"{""kind"": ""independent"", ""size"": 302120, ""cpu"": 99731255.984497, ""deadline"": 225.16693006590324}"
195.0,generated,ind_144660e8,19,"{""kind"": ""independent"", ""size"": 116740, ""cpu"": 45698139.127646916, ""deadline"": 340.1280115239436}"
202.0,generated,ind_07a0a931,17,"{""kind"": ""independent"", ""size"": 351550, ""cpu"": 4023226.592031921, ""deadline"": 225.05284832934757}"
205.0,generated,ind_6b716d13,8,"{""kind"": ""independent"", ""size"": 197029, ""cpu"": 79191248.93614607, ""deadline"": 291.1927993793168}"
212.0,generated,dep_5bf6d412,15,"{""kind"": ""dependent"", ""num_subtasks"": 10, ""deadline"": 281.4465760452615}"
213.0,generated,ind_904d6844,15,"{""kind"": ""independent"", ""size"": 441477, ""cpu"": 33258008.608495526, ""deadline"": 262.12350207522206}"
215.0,generated,ind_dc9726a0,19,"{""kind"": ""independent"", ""size"": 106697, ""cpu"": 37891385.197114736, ""deadline"": 338.2879232633044}"
217.0,generated,ind_6aabdc17,8,"{""kind"": ""independent"", ""size"": 265511, ""cpu"": 45042006.42911249, ""deadline"": 224.91624227119755}"
227.0,generated,dep_61af5ad6,13,"{""kind"": ""dependent"", ""num_subtasks"": 6, ""deadline"": 1266.2903168226496}"
228.0,generated,ind_f5fb6c75,22,"{""kind"": ""independent"", ""size"": 413321, ""cpu"": 37304480.984586075, ""deadline"": 399.9641497260092}"
235.0,generated,ind_c8d708c8,16,"{""kind"": ""independent"", ""size"": 457482, ""cpu"": 12884897.862547008, ""deadline"": 240.21511973153932}"
237.0,generated,dep_af4b9dc8,21,"{""kind"": ""dependent"", ""num_subtasks"": 8, ""deadline"": 267.4698033138346}"
241.0,generated,ind_884461ed,16,"{""kind"": ""independent"", ""size"": 412182, ""cpu"": 86326669.87068067, ""deadline"": 290.45515270683103}"
244.0,generated,ind_4e80356d,8,"{""kind"": ""independent"", ""size"": 397044, ""cpu"": 9217276.307255186, ""deadline"": 324.49692424525534}"
245.0,generated,ind_423e7151,20,"{""kind"": ""independent"", ""size"": 466779, ""cpu"": 66572091.599258006, ""deadline"": 253.74944817040108}"
250.0,generated,ind_9d85b0c4,8,"{""kind"": ""independent"", ""size"": 128561, ""cpu"": 73517817.51435265, ""deadline"": 257.2788053095444}"
274.0,generated,ind_2fd8b213,20,"{""kind"": ""independent"", ""size"": 477157, ""cpu"": 60847345.85192029, ""deadline"": 280.03471315547756}"
280.0,generated,ind_823cf062,25,"{""kind"": ""independent"", ""size"": 234428, ""cpu"": 83050761.82887302, ""deadline"": 449.58686969224914}"
281.0,generated,ind_50096220,27,"{""kind"": ""independent"", ""size"": 345897, ""cpu"": 45767685.94162317, ""deadline"": 324.2689323729684}"
283.0,generated,ind_73162a74,26,"{""kind"": ""independent"", ""size"": 493687, ""cpu"": 79955653.0578703, ""deadline"": 341.15745459272006}"
284.0,generated,ind_a6c89cfd,24,"{""kind"": ""independent"", ""size"": 362738, ""cpu"": 57122644.95158784, ""deadline"": 382.234020037004}"
287.0,generated,ind_d5aaff9d,24,"{""kind"": ""independent"", ""size"": 474605, ""cpu"": 57673146.54074585, ""deadline"": 293.9826524044757}"
299.0,generated,dep_400e9e55,26,"{""kind"": ""dependent"", ""num_subtasks"": 12, ""deadline"": 990.3824719838341}"
303.0,generated,ind_f6eb9eb7,28,"{""kind"": ""independent"", ""size"": 160575, ""cpu"": 48977515.47327371, ""deadline"": 476.8465531429088}"
304.0,generated,ind_e859761a,27,"{""kind"": ""independent"", ""size"": 275089, ""cpu"": 2971435.366758652, ""deadline"": 449.4866168121515}"
305.0,generated,ind_cde7e449,28,"{""kind"": ""independent"", ""size"": 144496, ""cpu"": 14210939.735599332, ""deadline"": 314.81164956508906}"
307.0,generated,ind_ce3f3cc2,22,"{""kind"": ""independent"", ""size"": 356023, ""cpu"": 36990227.36670803, ""deadline"": 342.2559913643702}"
308.0,generated,dep_8749cfc6,16,"{""kind"": ""dependent"", ""num_subtasks"": 8, ""deadline"": 357.0474042357439}"
313.0,generated,ind_2aca9811,22,"{""kind"": ""independent"", ""size"": 53956, ""cpu"": 17332780.996718362, ""deadline"": 322.29741724125273}"
314.0,generated,ind_fee68fcc,31,"{""kind"": ""independent"", ""size"": 439318, ""cpu"": 33960829.868939094, ""deadline"": 497.57252487976814}"
322.0,generated,ind_e64850df,31,"{""kind"": ""independent"", ""size"": 162058, ""cpu"": 37724370.96315889, ""deadline"": 354.39711444588727}"
324.0,generated,ind_980a2dd7,22,"{""kind"": ""independent"", ""size"": 205589, ""cpu"": 69486152.88642724, ""deadline"": 451.18712347542123}"
333.0,generated,dep_39152f28,26,"{""kind"": ""dependent"", ""num_subtasks"": 11, ""deadline"": 1022.9224684222731}"
337.0,generated,ind_d7305e2e,24,"{""kind"": ""independent"", ""size"": 210315, ""cpu"": 94514173.9199868, ""deadline"": 344.03865126780215}"
340.0,generated,ind_c428fed3,27,"{""kind"": ""independent"", ""size"": 238965, ""cpu"": 19973220.449056298, ""deadline"": 347.7650160019155}"
342.0,generated,ind_6e8a14c5,30,"{""kind"": ""independent"", ""size"": 241715, ""cpu"": 14518677.953321058, ""deadline"": 393.95359769120313}"
344.0,generated,ind_f0c111db,30,"{""kind"": ""independent"", ""size"": 78349, ""cpu"": 17464046.852695227, ""deadline"": 346.0309154119035}"
353.0,generated,ind_30b1b1c1,33,"{""kind"": ""independent"", ""size"": 253998, ""cpu"": 37372187.914308056, ""deadline"": 415.71101784437224}"
353.0,generated,ind_47ddefa6,34,"{""kind"": ""independent"", ""size"": 349165, ""cpu"": 26954872.8848759, ""deadline"": 357.46546432071557}"
354.0,generated,dep_6b4d529f,30,"{""kind"": ""dependent"", ""num_subtasks"": 8, ""deadline"": 398.48324090702573}"
366.0,generated,ind_fbd6d121,33,"{""kind"": ""independent"", ""size"": 223215, ""cpu"": 85783006.6390081, ""deadline"": 464.28283930697205}"
368.0,generated,ind_d79cd41c,33,"{""kind"": ""independent"", ""size"": 80512, ""cpu"": 9054315.328968968, ""deadline"": 463.5641192912651}"
368.0,generated,ind_3fd86ee4,36,"{""kind"": ""independent"", ""size"": 154277, ""cpu"": 78885742.01334876, ""deadline"": 444.489243354702}"
369.0,generated,ind_f9b7b643,26,"{""kind"": ""independent"", ""size"": 164767, ""cpu"": 4957147.005989703, ""deadline"": 521.4627071423536}"
373.0,generated,ind_65f72d0c,34,"{""kind"": ""independent"", ""size"": 482186, ""cpu"": 51617506.3841142, ""deadline"": 495.2760967911003}"
374.0,generated,dep_98e1e7f0,26,"{""kind"": ""dependent"", ""num_subtasks"": 11, ""deadline"": 446.42910030057385}"
375.0,generated,ind_fa631868,34,"{""kind"": ""independent"", ""size"": 381446, ""cpu"": 5722951.30776699, ""deadline"": 408.3709659600155}"
376.0,generated,ind_b91b0dd8,34,"{""kind"": ""independent"", ""size"": 391425, ""cpu"": 53508563.65668048, ""deadline"": 469.88077793414686}"
377.0,generated,dep_42b2e403,26,"{""kind"": ""dependent"", ""num_subtasks"": 7, ""deadline"": 1247.2945820068253}"
379.0,generated,ind_96e0ff6b,31,"{""kind"": ""independent"", ""size"": 228826, ""cpu"": 76038746.81232844, ""deadline"": 555.8288154666088}"
389.0,generated,ind_ae187099,29,"{""kind"": ""independent"", ""size"": 127977, ""cpu"": 93985315.25621362, ""deadline"": 556.5764080495006}"
390.0,generated,ind_e3ea6589,32,"{""kind"": ""independent"", ""size"": 202689, ""cpu"": 51204407.755236164, ""deadline"": 444.0167092223128}"
390.0,generated,ind_b5614211,35,"{""kind"": ""independent"", ""size"": 198402, ""cpu"": 11677254.000674793, ""deadline"": 394.9935536069778}"
400.0,generated,ind_c3f0f903,33,"{""kind"": ""independent"", ""size"": 170155, ""cpu"": 75682267.27750467, ""deadline"": 533.4514243259773}"
401.0,generated,ind_a06ec012,32,"{""kind"": ""independent"", ""size"": 98364, ""cpu"": 96946040.45831957, ""deadline"": 571.20239135784}"
402.0,generated,ind_45e505fd,32,"{""kind"": ""independent"", ""size"": 499868, ""cpu"": 62699528.967966095, ""deadline"": 510.22595157993237}"
415.0,generated,ind_7b520af0,39,"{""kind"": ""independent"", ""size"": 90944, ""cpu"": 98837593.94690089, ""deadline"": 533.3319184043478}"
417.0,generated,ind_ae0e2335,30,"{""kind"": ""independent"", ""size"": 149770, ""cpu"": 42574046.19480551, ""deadline"": 564.8229837572807}"
418.0,generated,dep_376859d6,36,"{""kind"": ""dependent"", ""num_subtasks"": 4, ""deadline"": 816.1356599114813}"
422.0,generated,ind_ddf63183,38,"{""kind"": ""independent"", ""size"": 101298, ""cpu"": 97515723.58006392, ""deadline"": 555.4516235449194}"
425.0,generated,ind_4482dddf,32,"{""kind"": ""independent"", ""size"": 316346, ""cpu"": 24329409.45552484, ""deadline"": 452.06687846851366}"
425.0,generated,ind_1eda711d,38,"{""kind"": ""independent"", ""size"": 482882, ""cpu"": 33126005.857593715, ""deadline"": 484.68629559255277}"
439.0,generated,ind_bae83a75,34,"{""kind"": ""independent"", ""size"": 317332, ""cpu"": 47690421.938291304, ""deadline"": 447.51060410455364}"
440.0,generated,dep_978ed0d3,32,"{""kind"": ""dependent"", ""num_subtasks"": 4, ""deadline"": 901.3025717373703}"
448.0,generated,ind_85e93cef,30,"{""kind"": ""independent"", ""size"": 337819, ""cpu"": 53043433.83594302, ""deadline"": 593.5750249616768}"
452.0,generated,dep_886fd46c,30,"{""kind"": ""dependent"", ""num_subtasks"": 8, ""deadline"": 1936.3435830015328}"
454.0,generated,ind_7a2164fc,36,"{""kind"": ""independent"", ""size"": 350933, ""cpu"": 71158590.29588658, ""deadline"": 628.5177814049337}"
455.0,generated,ind_2e9f4461,39,"{""kind"": ""independent"", ""size"": 64304, ""cpu"": 16274940.56000611, ""deadline"": 462.73982794228476}"
456.0,generated,dep_f72f165d,30,"{""kind"": ""dependent"", ""num_subtasks"": 12, ""deadline"": 1604.6882567871428}"
461.0,generated,ind_0bb74bb2,45,"{""kind"": ""independent"", ""size"": 474955, ""cpu"": 56167652.68186985, ""deadline"": 542.0150912678317}"
462.0,generated,ind_73f23197,41,"{""kind"": ""independent"", ""size"": 137534, ""cpu"": 40345116.90001067, ""deadline"": 558.8978105677626}"
463.0,generated,ind_ebe3a24b,41,"{""kind"": ""independent"", ""size"": 123384, ""cpu"": 64703945.65655367, ""deadline"": 614.6458423834305}"
464.0,generated,ind_54d694e6,41,"{""kind"": ""independent"", ""size"": 382033, ""cpu"": 74427273.2758812, ""deadline"": 473.4732068185395}"
466.0,generated,ind_85d39f68,38,"{""kind"": ""independent"", ""size"": 131542, ""cpu"": 84658915.91246371, ""deadline"": 467.88730135906286}"
473.0,generated,ind_39bed444,34,"{""kind"": ""independent"", ""size"": 161394, ""cpu"": 45338155.84454622, ""deadline"": 589.5467861670403}"
477.0,generated,ind_c12f7123,32,"{""kind"": ""independent"", ""size"": 55007, ""cpu"": 33014064.092523765, ""deadline"": 518.2520052250128}"
479.0,generated,ind_e2f2d5b8,42,"{""kind"": ""independent"", ""size"": 470224, ""cpu"": 74188961.94672053, ""deadline"": 608.889986753059}"
486.0,generated,ind_9248745f,45,"{""kind"": ""independent"", ""size"": 460181, ""cpu"": 86141541.44255222, ""deadline"": 653.1865581501054}"
490.0,generated,ind_bb29b165,41,"{""kind"": ""independent"", ""size"": 394153, ""cpu"": 46770689.86377872, ""deadline"": 554.1275506129558}"
490.0,generated,ind_efaa22e6,46,"{""kind"": ""independent"", ""size"": 455296, ""cpu"": 19447423.70545339, ""deadline"": 650.9261517473259}"
499.0,generated,ind_689c5670,42,"{""kind"": ""independent"", ""size"": 138241, ""cpu"": 66251704.31265714, ""deadline"": 501.79755604079145}"
505.0,generated,ind_ca1559f1,41,"{""kind"": ""independent"", ""size"": 214074, ""cpu"": 74295364.74442862, ""deadline"": 511.2889850909227}"
508.0,generated,ind_3270aa0e,46,"{""kind"": ""independent"", ""size"": 403689, ""cpu"": 13088105.701907407, ""deadline"": 515.4343555282718}"
535.0,generated,dep_ee821049,48,"{""kind"": ""dependent"", ""num_subtasks"": 5, ""deadline"": 1482.7153167312586}"
544.0,generated,ind_b27b7bcb,49,"{""kind"": ""independent"", ""size"": 54559, ""cpu"": 52225362.908972956, ""deadline"": 581.1153550444222}"
549.0,generated,ind_abe65d1b,47,"{""kind"": ""independent"", ""size"": 229195, ""cpu"": 37286333.702459626, ""deadline"": 553.0657905504743}"
559.0,generated,ind_bad224d0,47,"{""kind"": ""independent"", ""size"": 413262, ""cpu"": 75004662.43748394, ""deadline"": 753.808755012504}"
573.0,generated,ind_5d1836d8,48,"{""kind"": ""independent"", ""size"": 287276, ""cpu"": 41907094.91849385, ""deadline"": 632.804808765522}"
573.0,generated,ind_821b5f41,49,"{""kind"": ""independent"", ""size"": 367146, ""cpu"": 1538419.1791138481, ""deadline"": 693.7981122185948}"
577.0,generated,ind_c05ff2fc,47,"{""kind"": ""independent"", ""size"": 328336, ""cpu"": 53519977.4005434, ""deadline"": 642.2565028274823}"
589.0,generated,ind_652b1a61,49,"{""kind"": ""independent"", ""size"": 270514, ""cpu"": 21212628.793151613, ""deadline"": 701.2745878136719}"
605.0,generated,ind_e6502454,49,"{""kind"": ""independent"", ""size"": 192638, ""cpu"": 15686875.25499014, ""deadline"": 608.7272399776813}"
617.0,generated,dep_a0083ddc,49,"{""kind"": ""dependent"", ""num_subtasks"": 11, ""deadline"": 2792.9834368608376}"
28.0,generated,dep_3c865b5a,0,"{""kind"": ""dependent"", ""num_subtasks"": 4, ""deadline"": 127.10722710869928}"
29.0,generated,dep_0b0dff39,2,"{""kind"": ""dependent"", ""num_subtasks"": 9, ""deadline"": 71.04602178473334}"
39.0,generated,ind_7b793088,1,"{""kind"": ""independent"", ""size"": 233942, ""cpu"": 3604479.869841784, ""deadline"": 160.53321399438346}"
39.0,generated,dep_9b9f7416,2,"{""kind"": ""dependent"", ""num_subtasks"": 11, ""deadline"": 943.7163461271449}"
41.0,generated,ind_1e6c63ee,0,"{""kind"": ""independent"", ""size"": 226889, ""cpu"": 59761801.49001973, ""deadline"": 238.50570206741693}"
51.0,generated,ind_60cd5d7a,2,"{""kind"": ""independent"", ""size"": 66237, ""cpu"": 67649654.78909864, ""deadline"": 53.14076460589483}"
52.0,generated,ind_ed92eb17,1,"{""kind"": ""independent"", ""size"": 446138, ""cpu"": 74001613.87632516, ""deadline"": 55.94398612390051}"
55.0,generated,dep_5a39976a,4,"{""kind"": ""dependent"", ""num_subtasks"": 11, ""deadline"": 128.55409340049567}"
60.0,generated,dep_cda08299,3,"{""kind"": ""dependent"", ""num_subtasks"": 4, ""deadline"": 72.73853862857474}"
62.0,generated,ind_4e71d870,4,"{""kind"": ""independent"", ""size"": 134084, ""cpu"": 78712416.65426676, ""deadline"": 235.85095394080025}"
65.0,generated,ind_cb1fdbad,3,"{""kind"": ""independent"", ""size"": 424045, ""cpu"": 55810537.16397722, ""deadline"": 148.04105747198614}"
68.0,generated,dep_5d871fdf,5,"{""kind"": ""dependent"", ""num_subtasks"": 11, ""deadline"": 425.22107483625524}"
76.0,generated,ind_deb318ae,5,"{""kind"": ""independent"", ""size"": 445390, ""cpu"": 9677923.428402206, ""deadline"": 201.4417733241448}"
90.0,generated,dep_f97a57cd,4,"{""kind"": ""dependent"", ""num_subtasks"": 8, ""deadline"": 395.82163461203874}"
96.0,generated,ind_a0b998ef,1,"{""kind"": ""independent"", ""size"": 51023, ""cpu"": 85740182.01706602, ""deadline"": 126.07265191282907}"
103.0,generated,ind_b5edb499,5,"{""kind"": ""independent"", ""size"": 91237, ""cpu"": 41414119.96715383, ""deadline"": 112.87075426352874}"
104.0,generated,ind_5db55b86,6,"{""kind"": ""independent"", ""size"": 278888, ""cpu"": 99389221.78748238, ""deadline"": 290.76558936992336}"
104.0,generated,ind_8cbfdda5,8,"{""kind"": ""independent"", ""size"": 312387, ""cpu"": 28282645.381671887, ""deadline"": 191.39645573996387}"
105.0,generated,ind_10915cc2,1,"{""kind"": ""independent"", ""size"": 446140, ""cpu"": 15191302.963898199, ""deadline"": 150.2372326462518}"
106.0,generated,ind_2a60b865,5,"{""kind"": ""independent"", ""size"": 328649, ""cpu"": 23776535.18301963, ""deadline"": 229.61877548217797}"
108.0,generated,dep_1fe3386d,4,"{""kind"": ""dependent"", ""num_subtasks"": 4, ""deadline"": 527.6346615799569}"
113.0,generated,ind_9775011f,9,"{""kind"": ""independent"", ""size"": 478863, ""cpu"": 42577848.45148936, ""deadline"": 168.11276705892266}"
114.0,generated,ind_cd3698dc,10,"{""kind"": ""independent"", ""size"": 393924, ""cpu"": 31461023.746520028, ""deadline"": 195.8710436418121}"
123.0,generated,ind_5a44ff5c,11,"{""kind"": ""independent"", ""size"": 386718, ""cpu"": 41979752.70695294, ""deadline"": 150.9928368859731}"
127.0,generated,dep_5436ed00,5,"{""kind"": ""dependent"", ""num_subtasks"": 4, ""deadline"": 139.02003925030388}"
128.0,generated,ind_0c309c93,6,"{""kind"": ""independent"", ""size"": 322053, ""cpu"": 51939230.57928774, ""deadline"": 171.0189939676929}"
129.0,generated,ind_142dde01,7,"{""kind"": ""independent"", ""size"": 458119, ""cpu"": 33385747.82128598, ""deadline"": 285.1607018993787}"
143.0,generated,ind_01d245ca,14,"{""kind"": ""independent"", ""size"": 476938, ""cpu"": 48288864.06491161, ""deadline"": 147.61793800901063}"
151.0,generated,dep_4e9e32d2,13,"{""kind"": ""dependent"", ""num_subtasks"": 10, ""deadline"": 2147.2697680144192}"
152.0,generated,dep_beec135d,10,"{""kind"": ""dependent"", ""num_subtasks"": 8, ""deadline"": 954.4936444183948}"
159.0,generated,dep_f1e189ae,14,"{""kind"": ""dependent"", ""num_subtasks"": 7, ""deadline"": 1419.4244348611446}"
160.0,generated,ind_128a5d1f,14,"{""kind"": ""independent"", ""size"": 173994, ""cpu"": 61573319.56875628, ""deadline"": 221.24113186958772}"
161.0,generated,ind_16a4615e,10,"{""kind"": ""independent"", ""size"": 358702, ""cpu"": 60276646.76104278, ""deadline"": 325.29215557041033}"
162.0,generated,ind_db00a7ea,5,"{""kind"": ""independent"", ""size"": 439658, ""cpu"": 79182738.09666733, ""deadline"": 324.1414265300077}"
168.0,generated,ind_da559ac1,8,"{""kind"": ""independent"", ""size"": 349715, ""cpu"": 26870916.935903396, ""deadline"": 177.8771191390867}"
171.0,generated,ind_9a9e549e,12,"{""kind"": ""independent"", ""size"": 346025, ""cpu"": 68547913.88699877, ""deadline"": 175.9084791927099}"
179.0,generated,ind_3bdab672,17,"{""kind"": ""independent"", ""size"": 83488, ""cpu"": 2765373.406006916, ""deadline"": 257.7896043691991}"
183.0,generated,ind_6865231b,12,"{""kind"": ""independent"", ""size"": 363706, ""cpu"": 24362377.025736026, ""deadline"": 191.35332626383428}"
189.0,generated,ind_da848084,18,"{""kind"": ""independent"", ""size"": 230245, ""cpu"": 86725045.49574448, ""deadline"": 319.9173500895823}"
189.0,generated,ind_94106153,8,"{""kind"": ""independent"", ""size"": 260742, ""cpu"": 2661781.9509241646, ""deadline"": 343.9779348212933}"
192.0,generated,ind_15a773c2,18,"{""kind"": ""independent"", ""size"": 197152, ""cpu"": 49170837.70018366, ""deadline"": 368.9172589303358}"
196.0,generated,ind_714b6e40,16,"{""kind"": ""independent"", ""size"": 331692, ""cpu"": 71674646.19307223, ""deadline"": 323.9072204422685}"
203.0,generated,ind_530910fc,19,"{""kind"": ""independent"", ""size"": 184994, ""cpu"": 18404964.487861272, ""deadline"": 333.9015016946931}"
204.0,generated,ind_b1435ee0,19,"{""kind"": ""independent"", ""size"": 360342, ""cpu"": 86101271.58273126, ""deadline"": 256.3405543611558}"
209.0,generated,dep_c0aa6967,8,"{""kind"": ""dependent"", ""num_subtasks"": 4, ""deadline"": 766.04589629334}"
221.0,generated,dep_58a8b066,16,"{""kind"": ""dependent"", ""num_subtasks"": 8, ""deadline"": 268.1466247443144}"
222.0,generated,ind_f4eb9257,8,"{""kind"": ""independent"", ""size"": 343827, ""cpu"": 15655034.135749158, ""deadline"": 256.2983284153834}"
238.0,generated,ind_db49a7ce,8,"{""kind"": ""independent"", ""size"": 361137, ""cpu"": 59700173.50366061, ""deadline"": 245.88906994349406}"
251.0,generated,dep_84546a84,21,"{""kind"": ""dependent"", ""num_subtasks"": 5, ""deadline"": 280.54934965133344}"
255.0,generated,ind_bdebf349,25,"{""kind"": ""independent"", ""size"": 221761, ""cpu"": 69457291.51383054, ""deadline"": 433.60947947894306}"
258.0,generated,ind_bbb26608,20,"{""kind"": ""independent"", ""size"": 435326, ""cpu"": 97033673.96964787, ""deadline"": 311.89756389351294}"
259.0,generated,ind_408d61e9,24,"{""kind"": ""independent"", ""size"": 311874, ""cpu"": 78984998.11477436, ""deadline"": 333.6869973176946}"
260.0,generated,ind_5320e4f4,16,"{""kind"": ""independent"", ""size"": 230484, ""cpu"": 13898134.828676976, ""deadline"": 442.046264085509}"
273.0,generated,ind_d6225c2a,25,"{""kind"": ""independent"", ""size"": 391352, ""cpu"": 23830833.302860845, ""deadline"": 350.8523149377088}"
277.0,generated,ind_b625c4bf,16,"{""kind"": ""independent"", ""size"": 344650, ""cpu"": 54437334.427733205, ""deadline"": 437.8322364520145}"
279.0,generated,ind_852b0386,22,"{""kind"": ""independent"", ""size"": 95883, ""cpu"": 12527036.21420847, ""deadline"": 408.409364557195}"
283.0,generated,ind_5324bf3e,27,"{""kind"": ""independent"", ""size"": 464519, ""cpu"": 50595334.75108869, ""deadline"": 438.09542118594504}"
285.0,generated,ind_a515965f,16,"{""kind"": ""independent"", ""size"": 231619, ""cpu"": 44168133.42670064, ""deadline"": 431.3096966832286}"
293.0,generated,ind_4aa588eb,16,"{""kind"": ""independent"", ""size"": 108799, ""cpu"": 71918051.74590304, ""deadline"": 425.2344236379638}"
295.0,generated,ind_87e94965,24,"{""kind"": ""independent"", ""size"": 425143, ""cpu"": 76605610.95497347, ""deadline"": 303.5524520147756}"
295.0,generated,ind_b8cda3c0,29,"{""kind"": ""independent"", ""size"": 62838, ""cpu"": 69918175.63771698, ""deadline"": 422.51226407817524}"
